0.252 0.214 0.199 0.189 0.181 0.173 0.167 0.161 0.155 0.149
0.228 0.212 0.206 0.202 0.200 0.198 0.198 0.199 0.202 0.203
-5.059 -13.585 -22.098 -30.616 -39.139 -47.646 -56.155 -64.665 -73.193 -81.688
-9.338 -17.855 -26.360 -34.878 -43.405 -51.928 -60.425 -68.948 -77.448 -85.912
