0.596 0.650 0.676 0.694 0.709 0.723 0.734 0.745 0.754 0.764 0.775 0.784 0.794 0.803 0.812 0.822 0.831 0.840 0.850 0.858 0.867 0.876 0.883 0.892 0.900 0.906 0.913 0.920 0.925 0.930
0.628 0.654 0.663 0.669 0.673 0.672 0.675 0.677 0.678 0.673 0.675 0.672 0.669 0.666 0.670 0.660 0.655 0.652 0.649 0.649 0.644 0.648 0.639 0.624 0.628 0.628 0.625 0.626 0.618 0.624
