0.252 0.214 0.199 0.189 0.181 0.173 0.167 0.161 0.155 0.149 0.144 0.138 0.133 0.128 0.122 0.117 0.112 0.106 0.101 0.096 0.090 0.085 0.080 0.076 0.071 0.067 0.062 0.058 0.054 0.051
0.228 0.212 0.206 0.202 0.200 0.198 0.198 0.199 0.202 0.203 0.206 0.210 0.216 0.222 0.226 0.232 0.241 0.247 0.256 0.265 0.272 0.283 0.294 0.314 0.318 0.327 0.335 0.351 0.366 0.377
